Company_ID,Company_Name,Company_Industry,Company_Size,Company_Ownership,Company_Funding,Country,Interest_Area
CMP_A_0328,AdvancedConsulting,Finance,Medium Enterprise,Joint Venture,Series A,Indonesia,Staffing
CMP_I_0329,InnovativeSolutions,Consulting,Medium Enterprise,Franchise,Series A,Sweden,Operations
CMP_A_0330,AdvancedIndustries,Banking,Small business,Public Sector,Bootstrapped,Qatar,Data
CMP_G_0331,GlobalVentures,Automotive,Small business,Private Sector,Bootstrapped,Israel,Operations
CMP_G_0332,GlobalSolutions,Finance,Start-up,Public Sector,Series B,Kenya,Staffing
CMP_D_0333,DynamicAnalytics,Technology,Start-up,Franchise,Bootstrapped,USA,Data
CMP_G_0334,GlobalAnalytics,Energy,Medium Enterprise,Joint Venture,Series A,Qatar,Data
CMP_D_0335,DynamicTech,Manufacturing,Small business,Private Sector,Series B,India,Staffing
CMP_A_0336,AdvancedSolutions,Healthcare,Medium Enterprise,Private Sector,Bootstrapped,Canada,Cloud
CMP_S_0337,StrategicConsulting,Pharmaceuticals,Large Enterprise,Private Sector,Seed,UK,Consulting
CMP_C_0338,CreativePartners,Energy,Small business,Joint Venture,Series B,Argentina,Operations
CMP_D_0339,DynamicVentures,Consulting,Start-up,Joint Venture,Bootstrapped,France,Operations
CMP_L_0340,LeadingConsulting,Agriculture,Small business,Private Sector,Series A,Peru,Operations
CMP_D_0341,DynamicSystems,Finance,Medium Enterprise,Private Sector,Series A,Canada,Data
CMP_L_0342,LeadingSolutions,Manufacturing,Start-up,Franchise,Series B,Mexico,Operations
CMP_D_0343,DynamicAnalytics,Consulting,Start-up,Joint Venture,IPO,Switzerland,Engineering
CMP_D_0344,DynamicTech,Consulting,Start-up,Joint Venture,Bootstrapped,Sweden,Engineering
CMP_A_0345,AdvancedPartners,Manufacturing,Start-up,Public Sector,Bootstrapped,Colombia,Logistics
CMP_I_0346,InnovativeVentures,Real Estate,Medium Enterprise,Joint Venture,Series B,Saudi Arabia,Data
CMP_G_0347,GlobalSystems,Technology,Large Enterprise,Private Sector,Series B,USA,Cloud
CMP_I_0348,InnovativeVentures,Pharmaceuticals,Start-up,Joint Venture,Series A,UK,Consulting
CMP_I_0349,InnovativeTech,E-Commerce,Medium Enterprise,Joint Venture,IPO,India,T&M
CMP_C_0350,CreativeConsulting,Manufacturing,Large Enterprise,Joint Venture,Bootstrapped,Chile,Operations
CMP_S_0351,StrategicTech,Consulting,Start-up,Private Sector,Series B,Sweden,Engineering
CMP_A_0352,AdvancedConsulting,Real Estate,Medium Enterprise,Franchise,Series B,Saudi Arabia,Consulting
CMP_D_0353,DynamicConsulting,Healthcare,Large Enterprise,Joint Venture,Seed,Canada,Marketing
CMP_A_0354,AdvancedSolutions,Technology,Start-up,Franchise,Series B,Canada,Data
CMP_D_0355,DynamicPartners,Manufacturing,Large Enterprise,Franchise,Series B,Singapore,T&M
CMP_I_0356,InnovativeIndustries,Retail,Large Enterprise,Franchise,IPO,Canada,Data
CMP_S_0357,StrategicSystems,Banking,Large Enterprise,Joint Venture,Seed,UAE,Consulting
CMP_I_0358,InnovativePartners,Mining,Medium Enterprise,Private Sector,Bootstrapped,S. Africa,Service
CMP_F_0359,FuturePartners,Consulting,Start-up,Private Sector,Seed,France,Consulting
CMP_C_0360,CreativeAnalytics,Finance,Small business,Franchise,Series A,Mozambique,Staffing
CMP_S_0361,StrategicVentures,Pharmaceuticals,Medium Enterprise,Private Sector,Series A,Israel,Consulting
CMP_A_0362,AdvancedSystems,Technology,Start-up,Franchise,Bootstrapped,S. Korea,AI
CMP_A_0363,AdvancedSystems,Banking,Large Enterprise,Public Sector,Series B,Saudi Arabia,Consulting
CMP_I_0364,InnovativeConsulting,Mining,Small business,Joint Venture,Bootstrapped,Kenya,Staffing
CMP_G_0365,GlobalPartners,Real Estate,Medium Enterprise,Joint Venture,Seed,Bahrain,Data
CMP_D_0366,DynamicSystems,Finance,Medium Enterprise,Public Sector,Bootstrapped,S. Africa,Service
CMP_F_0367,FutureIndustries,Energy,Medium Enterprise,Franchise,Series B,Qatar,Consulting
CMP_G_0368,GlobalConsulting,Banking,Large Enterprise,Public Sector,Bootstrapped,Qatar,Data
CMP_D_0369,DynamicSystems,Pharmaceuticals,Medium Enterprise,Public Sector,Bootstrapped,UK,Consulting
CMP_I_0370,InnovativeIndustries,Agriculture,Medium Enterprise,Joint Venture,IPO,Peru,Logistics
CMP_I_0371,InnovativeIndustries,Manufacturing,Medium Enterprise,Franchise,Seed,Colombia,Logistics
CMP_A_0372,AdvancedPartners,E-Commerce,Small business,Franchise,Series A,China,AI
CMP_G_0373,GlobalTech,Energy,Small business,Private Sector,IPO,Argentina,Logistics
CMP_C_0374,CreativeVentures,Energy,Start-up,Joint Venture,Seed,Saudi Arabia,Data
CMP_A_0375,AdvancedAnalytics,Manufacturing,Small business,Public Sector,IPO,Japan,AI
CMP_L_0376,LeadingConsulting,Retail,Start-up,Private Sector,Bootstrapped,USA,Data
CMP_L_0377,LeadingIndustries,Banking,Large Enterprise,Franchise,Seed,Germany,Engineering
CMP_L_0378,LeadingVentures,Banking,Large Enterprise,Franchise,Series B,Switzerland,Operations
CMP_L_0379,LeadingPartners,Consulting,Start-up,Joint Venture,Series B,Israel,Engineering
CMP_G_0380,GlobalTech,Finance,Small business,Public Sector,Series A,USA,Marketing
CMP_C_0381,CreativeConsulting,Retail,Medium Enterprise,Franchise,Bootstrapped,USA,Cloud
CMP_L_0382,LeadingSolutions,Banking,Large Enterprise,Franchise,Series B,UAE,Data
CMP_D_0383,DynamicTech,Banking,Small business,Franchise,Seed,Netherlands,Consulting
CMP_C_0384,CreativeConsulting,Technology,Large Enterprise,Public Sector,IPO,China,AI
CMP_L_0385,LeadingSolutions,Automotive,Large Enterprise,Franchise,IPO,France,Consulting
CMP_D_0386,DynamicSystems,Retail,Large Enterprise,Public Sector,Series B,Canada,Marketing
CMP_L_0387,LeadingVentures,Finance,Large Enterprise,Joint Venture,Series B,Canada,Data
CMP_D_0388,DynamicConsulting,Technology,Medium Enterprise,Joint Venture,Series B,USA,Cloud
CMP_A_0389,AdvancedConsulting,Pharmaceuticals,Large Enterprise,Franchise,Series A,France,Consulting
CMP_D_0390,DynamicConsulting,Energy,Medium Enterprise,Public Sector,IPO,Bahrain,Consulting
CMP_I_0391,InnovativeAnalytics,Banking,Start-up,Joint Venture,Seed,Sweden,Engineering
CMP_I_0392,InnovativeSystems,Consulting,Large Enterprise,Private Sector,Seed,Sweden,Operations
CMP_A_0393,AdvancedSystems,Mining,Large Enterprise,Public Sector,Series A,Kenya,Staffing
CMP_A_0394,AdvancedIndustries,Manufacturing,Large Enterprise,Private Sector,Bootstrapped,New Zealand,T&M
CMP_C_0395,CreativeConsulting,Technology,Small business,Private Sector,IPO,S. Korea,AI
CMP_D_0396,DynamicAnalytics,E-Commerce,Large Enterprise,Public Sector,Series A,Australia,AI
CMP_C_0397,CreativeSystems,Banking,Start-up,Franchise,IPO,Netherlands,Operations
CMP_A_0398,AdvancedConsulting,Healthcare,Medium Enterprise,Joint Venture,IPO,USA,Cloud
CMP_C_0399,CreativeConsulting,Agriculture,Large Enterprise,Private Sector,Bootstrapped,Chile,Operations
CMP_D_0400,DynamicIndustries,Healthcare,Large Enterprise,Public Sector,IPO,USA,Cloud
CMP_G_0401,GlobalConsulting,Automotive,Small business,Private Sector,Series A,UK,Operations
CMP_I_0402,InnovativeVentures,Pharmaceuticals,Large Enterprise,Joint Venture,IPO,UK,Engineering
CMP_F_0403,FutureSolutions,Agriculture,Large Enterprise,Private Sector,Bootstrapped,Chile,Logistics
CMP_F_0404,FuturePartners,Energy,Large Enterprise,Joint Venture,Seed,Brazil,Logistics
CMP_C_0405,CreativeSolutions,Consulting,Medium Enterprise,Private Sector,Seed,UK,Engineering
CMP_I_0406,InnovativeVentures,Banking,Small business,Joint Venture,Series A,Bahrain,Data
CMP_I_0407,InnovativeVentures,Automotive,Start-up,Public Sector,Series B,Germany,Consulting
CMP_D_0408,DynamicIndustries,Consulting,Medium Enterprise,Franchise,Series B,Sweden,Operations
CMP_L_0409,LeadingSystems,Finance,Small business,Franchise,Seed,USA,Data
CMP_S_0410,StrategicIndustries,Agriculture,Small business,Joint Venture,Bootstrapped,Argentina,Operations
CMP_L_0411,LeadingTech,Mining,Start-up,Public Sector,IPO,Morocco,Service
CMP_I_0412,InnovativeIndustries,Mining,Small business,Franchise,IPO,Morocco,Staffing
CMP_A_0413,AdvancedSystems,Technology,Start-up,Joint Venture,Seed,New Zealand,Staffing
CMP_S_0414,StrategicSystems,Banking,Large Enterprise,Joint Venture,Seed,Netherlands,Engineering
CMP_G_0415,GlobalTech,Consulting,Small business,Joint Venture,Seed,Switzerland,Engineering
CMP_A_0416,AdvancedPartners,Banking,Small business,Private Sector,Bootstrapped,UAE,Data
CMP_C_0417,CreativeSystems,Retail,Large Enterprise,Franchise,IPO,Canada,Cloud
CMP_F_0418,FutureVentures,Banking,Medium Enterprise,Private Sector,Series B,Israel,Consulting
CMP_A_0419,AdvancedConsulting,Pharmaceuticals,Small business,Joint Venture,IPO,Israel,Operations
CMP_F_0420,FutureIndustries,Agriculture,Large Enterprise,Public Sector,Bootstrapped,Brazil,Logistics
CMP_A_0421,AdvancedConsulting,Manufacturing,Small business,Private Sector,IPO,Brazil,Operations
CMP_G_0422,GlobalSolutions,Manufacturing,Start-up,Joint Venture,Bootstrapped,New Zealand,AI
CMP_I_0423,InnovativePartners,Agriculture,Small business,Private Sector,Series A,Brazil,Logistics
CMP_I_0424,InnovativeSolutions,Technology,Medium Enterprise,Private Sector,Series A,Singapore,AI
CMP_I_0425,InnovativeSystems,Mining,Large Enterprise,Private Sector,Seed,Kenya,Staffing
CMP_F_0426,FutureConsulting,Manufacturing,Start-up,Public Sector,Seed,Chile,Logistics
CMP_D_0427,DynamicSystems,Technology,Medium Enterprise,Joint Venture,Series B,Canada,Marketing
CMP_G_0428,GlobalAnalytics,Finance,Start-up,Franchise,IPO,Singapore,AI
CMP_S_0429,StrategicConsulting,Manufacturing,Start-up,Private Sector,Series A,Argentina,Logistics
CMP_D_0430,DynamicVentures,E-Commerce,Medium Enterprise,Private Sector,Series B,India,T&M
CMP_C_0431,CreativeTech,Banking,Medium Enterprise,Franchise,Series A,UAE,Consulting
CMP_D_0432,DynamicPartners,Manufacturing,Small business,Franchise,Seed,Brazil,Logistics
CMP_F_0433,FutureIndustries,Automotive,Small business,Joint Venture,Series B,Switzerland,Consulting
CMP_D_0434,DynamicIndustries,Energy,Large Enterprise,Private Sector,Seed,Chile,Logistics
CMP_D_0435,DynamicTech,Technology,Medium Enterprise,Franchise,Series B,Canada,Data
CMP_L_0436,LeadingVentures,Real Estate,Small business,Private Sector,IPO,Qatar,Consulting
CMP_L_0437,LeadingVentures,Healthcare,Medium Enterprise,Private Sector,Seed,Canada,Cloud
CMP_A_0438,AdvancedVentures,Finance,Small business,Joint Venture,Series B,USA,Data
CMP_L_0439,LeadingSolutions,Technology,Small business,Joint Venture,Series B,China,Staffing
CMP_D_0440,DynamicIndustries,Consulting,Start-up,Joint Venture,Bootstrapped,France,Operations
CMP_A_0441,AdvancedSolutions,Energy,Start-up,Public Sector,Series A,Mexico,Operations
CMP_C_0442,CreativeAnalytics,Retail,Large Enterprise,Joint Venture,Series A,USA,Data
CMP_G_0443,GlobalVentures,Technology,Start-up,Private Sector,Series A,USA,Marketing
CMP_F_0444,FutureSolutions,Manufacturing,Medium Enterprise,Franchise,IPO,New Zealand,Staffing
CMP_L_0445,LeadingAnalytics,Finance,Start-up,Franchise,Series A,India,Staffing
CMP_F_0446,FutureConsulting,Finance,Start-up,Joint Venture,Series A,Japan,T&M
CMP_I_0447,InnovativeSystems,Mining,Medium Enterprise,Franchise,Series B,Mozambique,Staffing
CMP_S_0448,StrategicVentures,Banking,Large Enterprise,Joint Venture,Series A,Israel,Consulting
CMP_D_0449,DynamicAnalytics,Mining,Start-up,Joint Venture,Seed,Mozambique,Staffing
CMP_F_0450,FutureTech,Banking,Medium Enterprise,Franchise,Series A,Israel,Operations
CMP_I_0451,InnovativeTech,Pharmaceuticals,Medium Enterprise,Joint Venture,Seed,Switzerland,Engineering
CMP_G_0452,GlobalVentures,Manufacturing,Start-up,Franchise,Bootstrapped,New Zealand,T&M
CMP_A_0453,AdvancedIndustries,Retail,Small business,Public Sector,Series B,Canada,Cloud
CMP_C_0454,CreativePartners,Finance,Small business,Joint Venture,IPO,Indonesia,T&M
CMP_L_0455,LeadingSolutions,E-Commerce,Large Enterprise,Private Sector,Seed,Singapore,AI
CMP_L_0456,LeadingAnalytics,Real Estate,Medium Enterprise,Joint Venture,Series A,Saudi Arabia,Consulting
CMP_G_0457,GlobalTech,Finance,Start-up,Public Sector,Series A,Morocco,Service
CMP_D_0458,DynamicIndustries,Automotive,Medium Enterprise,Private Sector,Series A,Germany,Consulting
CMP_C_0459,CreativeSystems,Energy,Large Enterprise,Joint Venture,Series A,Argentina,Operations
CMP_L_0460,LeadingSystems,Banking,Start-up,Public Sector,Series B,Switzerland,Operations
CMP_G_0461,GlobalAnalytics,Technology,Small business,Joint Venture,Series A,USA,Data
CMP_F_0462,FutureSystems,Agriculture,Medium Enterprise,Private Sector,Series A,Argentina,Logistics
CMP_C_0463,CreativePartners,Mining,Large Enterprise,Franchise,IPO,Morocco,Staffing
CMP_F_0464,FutureSystems,Technology,Start-up,Private Sector,Series A,Canada,Marketing
CMP_G_0465,GlobalIndustries,Technology,Start-up,Franchise,Series B,Canada,Data
CMP_L_0466,LeadingPartners,Finance,Medium Enterprise,Private Sector,Bootstrapped,Singapore,Staffing
CMP_C_0467,CreativeConsulting,Banking,Start-up,Public Sector,Series B,France,Consulting
CMP_I_0468,InnovativeAnalytics,Real Estate,Medium Enterprise,Franchise,Series B,Saudi Arabia,Data
CMP_I_0469,InnovativeAnalytics,Technology,Small business,Joint Venture,Series A,Canada,Marketing
CMP_D_0470,DynamicConsulting,Real Estate,Start-up,Joint Venture,Series A,UAE,Consulting
CMP_L_0471,LeadingVentures,Banking,Small business,Joint Venture,IPO,Germany,Operations
CMP_L_0472,LeadingAnalytics,Agriculture,Medium Enterprise,Joint Venture,Seed,Argentina,Logistics
CMP_F_0473,FutureIndustries,Banking,Large Enterprise,Private Sector,Series B,Bahrain,Data
CMP_L_0474,LeadingSolutions,Finance,Start-up,Public Sector,IPO,Canada,Data
CMP_D_0475,DynamicVentures,Energy,Small business,Public Sector,IPO,Bahrain,Consulting
CMP_C_0476,CreativeAnalytics,Agriculture,Start-up,Private Sector,Series A,Argentina,Operations
CMP_L_0477,LeadingPartners,Finance,Medium Enterprise,Joint Venture,Series A,S. Africa,Service
CMP_L_0478,LeadingVentures,Technology,Large Enterprise,Joint Venture,Seed,Indonesia,AI
CMP_S_0479,StrategicSystems,Real Estate,Medium Enterprise,Public Sector,Seed,UAE,Consulting
CMP_C_0480,CreativeConsulting,Manufacturing,Start-up,Joint Venture,Series A,Peru,Logistics
CMP_L_0481,LeadingIndustries,Healthcare,Large Enterprise,Joint Venture,Series A,Canada,Cloud
CMP_S_0482,StrategicTech,E-Commerce,Small business,Joint Venture,Series A,China,T&M
CMP_I_0483,InnovativePartners,Energy,Small business,Joint Venture,Series B,Mexico,Operations
CMP_I_0484,InnovativeSystems,Banking,Small business,Franchise,Series A,Netherlands,Operations
CMP_A_0485,AdvancedIndustries,Energy,Start-up,Franchise,Seed,Peru,Logistics
CMP_A_0486,AdvancedVentures,Energy,Medium Enterprise,Private Sector,Series B,Colombia,Logistics
CMP_F_0487,FutureSolutions,Banking,Medium Enterprise,Public Sector,Series A,Sweden,Engineering
CMP_F_0488,FutureSolutions,Healthcare,Start-up,Franchise,Series A,USA,Data
CMP_L_0489,LeadingPartners,Finance,Large Enterprise,Private Sector,Seed,USA,Cloud
CMP_C_0490,CreativeIndustries,Mining,Small business,Private Sector,Series A,Morocco,Staffing
CMP_C_0491,CreativeAnalytics,Real Estate,Medium Enterprise,Public Sector,Seed,Qatar,Consulting
CMP_I_0492,InnovativeConsulting,Energy,Large Enterprise,Public Sector,Bootstrapped,UAE,Data
CMP_S_0493,StrategicAnalytics,Technology,Large Enterprise,Public Sector,Seed,USA,Cloud
CMP_F_0494,FutureAnalytics,Retail,Small business,Public Sector,Seed,Canada,Marketing
CMP_C_0495,CreativeIndustries,Technology,Medium Enterprise,Public Sector,Seed,Canada,Cloud
CMP_L_0496,LeadingSystems,Finance,Large Enterprise,Franchise,Seed,Singapore,T&M
CMP_C_0497,CreativeSolutions,Manufacturing,Start-up,Private Sector,IPO,Mexico,Operations
CMP_I_0498,InnovativeTech,Manufacturing,Large Enterprise,Private Sector,Series A,Japan,AI
CMP_F_0499,FutureAnalytics,Technology,Small business,Franchise,Series A,Canada,Data
CMP_D_0500,DynamicTech,Finance,Large Enterprise,Public Sector,Series B,Canada,Marketing
CMP_S_0501,StrategicPartners,Technology,Medium Enterprise,Public Sector,Series A,Singapore,AI
CMP_S_0502,StrategicVentures,Pharmaceuticals,Medium Enterprise,Franchise,Seed,France,Consulting
CMP_C_0503,CreativeTech,Manufacturing,Large Enterprise,Private Sector,Series A,Colombia,Operations
CMP_I_0504,InnovativeConsulting,Mining,Small business,Joint Venture,Series A,Kenya,Staffing
CMP_G_0505,GlobalTech,Manufacturing,Medium Enterprise,Private Sector,Series A,Mexico,Logistics
CMP_G_0506,GlobalTech,Retail,Medium Enterprise,Public Sector,IPO,Canada,Marketing
CMP_C_0507,CreativeSolutions,Finance,Small business,Franchise,Bootstrapped,Canada,Data
CMP_F_0508,FutureAnalytics,Healthcare,Large Enterprise,Private Sector,IPO,USA,Marketing
CMP_C_0509,CreativeConsulting,Real Estate,Medium Enterprise,Private Sector,Seed,Qatar,Data
CMP_D_0510,DynamicAnalytics,Retail,Small business,Joint Venture,Series A,Canada,Cloud
CMP_A_0511,AdvancedIndustries,Banking,Large Enterprise,Franchise,IPO,Saudi Arabia,Data
CMP_F_0512,FutureSolutions,Finance,Large Enterprise,Public Sector,IPO,New Zealand,T&M
CMP_A_0513,AdvancedConsulting,Banking,Start-up,Joint Venture,Series A,Netherlands,Operations
CMP_A_0514,AdvancedConsulting,Retail,Large Enterprise,Public Sector,Bootstrapped,USA,Data
CMP_I_0515,InnovativeIndustries,Healthcare,Large Enterprise,Franchise,IPO,USA,Cloud
CMP_A_0516,AdvancedIndustries,Healthcare,Small business,Joint Venture,IPO,USA,Marketing
CMP_F_0517,FutureVentures,Energy,Small business,Joint Venture,Series B,Qatar,Consulting
CMP_A_0518,AdvancedVentures,E-Commerce,Large Enterprise,Public Sector,Seed,Australia,AI
CMP_A_0519,AdvancedIndustries,Technology,Start-up,Private Sector,Bootstrapped,India,Staffing
CMP_C_0520,CreativeIndustries,Energy,Large Enterprise,Joint Venture,IPO,Brazil,Operations
CMP_A_0521,AdvancedSystems,Agriculture,Start-up,Private Sector,IPO,Peru,Logistics
CMP_L_0522,LeadingSystems,Real Estate,Start-up,Public Sector,Series A,Bahrain,Consulting
CMP_I_0523,InnovativeVentures,Energy,Large Enterprise,Public Sector,Bootstrapped,Brazil,Operations
CMP_I_0524,InnovativeVentures,Banking,Medium Enterprise,Joint Venture,Series A,Switzerland,Consulting
CMP_D_0525,DynamicSolutions,Banking,Start-up,Franchise,Series B,Bahrain,Consulting
CMP_S_0526,StrategicPartners,Agriculture,Large Enterprise,Public Sector,IPO,Brazil,Operations
CMP_S_0527,StrategicPartners,Automotive,Start-up,Franchise,Bootstrapped,Germany,Operations
CMP_C_0528,CreativeConsulting,Healthcare,Large Enterprise,Joint Venture,IPO,USA,Data
CMP_A_0529,AdvancedPartners,Telecommunications,Start-up,Public Sector,Seed,S. Africa,Staffing
CMP_C_0530,CreativeIndustries,Finance,Start-up,Public Sector,Bootstrapped,Kenya,Staffing
CMP_S_0531,StrategicIndustries,Consulting,Medium Enterprise,Joint Venture,Bootstrapped,Israel,Operations
CMP_S_0532,StrategicIndustries,Real Estate,Large Enterprise,Franchise,Seed,Saudi Arabia,Consulting
CMP_C_0533,CreativePartners,Agriculture,Start-up,Franchise,Series B,Mexico,Operations
CMP_F_0534,FutureSolutions,Telecommunications,Large Enterprise,Public Sector,IPO,Kenya,Staffing
CMP_L_0535,LeadingPartners,Energy,Small business,Franchise,Seed,Colombia,Operations
CMP_S_0536,StrategicSolutions,Agriculture,Start-up,Public Sector,IPO,Peru,Operations
CMP_S_0537,StrategicVentures,Technology,Medium Enterprise,Joint Venture,IPO,Canada,Data
CMP_S_0538,StrategicConsulting,Finance,Medium Enterprise,Private Sector,Seed,USA,Marketing
CMP_D_0539,DynamicConsulting,E-Commerce,Medium Enterprise,Public Sector,Bootstrapped,New Zealand,T&M
CMP_D_0540,DynamicSolutions,Healthcare,Start-up,Private Sector,Seed,Canada,Cloud
CMP_C_0541,CreativeIndustries,Energy,Small business,Joint Venture,Bootstrapped,UAE,Data
CMP_I_0542,InnovativeSolutions,Agriculture,Large Enterprise,Franchise,Series A,Argentina,Logistics
CMP_A_0543,AdvancedTech,Automotive,Small business,Franchise,Series A,France,Engineering
